variable,data,correlation_true,correlation_pred,mutual_info,unpriv_prob_pos,priv_prob_pos,unbalance,statistical_parity,equal_opportunity,average_odds,instance_num,log_inst_num,class_num,feat_num,log_feat_num,inst_missing_vals,perc_inst_missing_val,feat_missing_val,perc_feat_missing_val,missing_vals,perc_miss_vals,numeric_features,cat_features,ratio_num_cat,ratio_cat_num,dataset_ratio,log_dataset_ratio,inverse_ratio,log_inverse_ratio,class_prob_min,class_prob_max,class_prob_mean,class_prob_std,symbols,symbols_min,symbols_max,symbols_mean,symbols_std,symbols_sum,kurtosis_min,kurtosis_max,kurtosis_mean,kurtosis_std,kurtosis_var,skew_min,skew_max,skew_mean,skew_std,skew_var,class_entropy,unpriv_prob_neg,priv_prob_neg,pos_prob,neg_prob
c_charge_desc=Grand_Theft_Dwell_Property,compas,0.046590249177039,0.0515467278987246,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0000000000001,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.83948469674845,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Grand_Theft_in_the_1st_Degree,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999999,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Grand_Theft_in_the_3rd_Degree,compas,0.0176725606193384,0.0303244070361564,0.0001553168295151,0.5743944636678201,0.5384615384615384,1.003969926580864,0.0,0.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,10.98652563536193,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,3.598739119111874,5.575949103146316,0.4256055363321799,0.4615384615384615,0.0359329252062816,-0.0359329252062816
c_charge_desc=Interfere_W_Traf_Cont_Dev_RR,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999998,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.83948469674844,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Introduce_Contraband_Into_Jail,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Issuing_a_Worthless_Draft,compas,0.046590249177039,0.0515467278987246,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999998,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Leaving_Acc_Unattended_Veh,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999998,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Leaving_the_Scene_of_Accident,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Lve_Scen_Acc_Veh_Prop_Damage,compas,-0.0604492688791008,-0.0066155628098088,0.0027239575997343,0.5700325732899023,1.0,0.996345885891982,0.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,202.31706797777585,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,14.27099387144382,5.575949103146316,0.4299674267100977,0.0,-0.4299674267100977,0.4299674267100977
c_charge_desc=Neglect_Child___No_Bodily_Harm,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Obstruct_Fire_Equipment,compas,0.046590249177039,-0.0314933011182808,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Offer_Agree_Secure_Lewd_Act,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0000000000002,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.83948469674845,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Offn_Against_Intellectual_Prop,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999998,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.83948469674844,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Operating_W_O_Valid_License,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999999,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Opert_With_Susp_DL_2nd_Offens,compas,0.046590249177039,0.0515467278987246,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Petit_Theft,compas,0.0659421084394094,0.0141914377653669,0.0027588165371086,0.5739837398373984,0.0,1.0032520325203251,0.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,305.98697600634546,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,17.521276416296665,5.575949103146316,0.4260162601626016,1.0,0.5739837398373984,-0.5739837398373984
c_charge_desc=Petit_Theft_$100_$300,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999998,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Pos_Cannabis_W_Intent_Sel_Del,compas,0.0310805314219041,-0.0521920660400246,0.0004763499996757,0.5737704918032787,0.4285714285714285,1.0028793015371753,1.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,83.84193361092048,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,9.250414575831348,5.575949103146316,0.4262295081967213,0.5714285714285715,0.1451990632318501,-0.1451990632318501
"c_charge_desc=Poss_3,4_MDMA_(Ecstasy)",compas,0.046590249177039,-0.0314933011182808,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Poss_Contr_Subst_W_o_Prescript,compas,0.0808279996754643,0.0414056401743332,0.0041435412445295,0.5749185667752443,0.0,1.0048859934853422,1.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,202.3170679777759,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,14.27099387144382,5.575949103146316,0.4250814332247556,1.0,0.5749185667752443,-0.5749185667752443
c_charge_desc=Poss_Pyrrolidinovalerophenone,compas,0.1325323004714659,0.1466316783203956,0.0111211106490074,0.5796387520525451,0.0,1.013136288998358,1.0,1.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,72.73594138816821,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,8.63134854853108,5.575949103146316,0.4203612479474549,1.0,0.5796387520525451,-0.5796387520525451
c_charge_desc=Poss_Tetrahydrocannabinols,compas,0.0083128153698405,0.0729573243508128,3.419065266989374e-05,0.5723577235772358,0.5,1.000409958773809,1.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,305.98697600634546,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,17.52127641629666,5.575949103146316,0.4276422764227642,0.5,0.0723577235772358,-0.0723577235772358
c_charge_desc=Poss_Unlaw_Issue_Id,compas,0.046590249177039,-0.0314933011182808,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.83948469674845,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Poss_Wep_Conv_Felon,compas,0.0083128153698405,-0.0445744488200788,3.419065266989374e-05,0.5723577235772358,0.5,1.000409958773809,1.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,305.98697600634546,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,17.521276416296665,5.575949103146316,0.4276422764227642,0.5,0.0723577235772358,-0.0723577235772358
c_charge_desc=Poss_of_Firearm_by_Convic_Felo,compas,0.0083128153698405,0.0729573243508128,3.419065266989374e-05,0.5723577235772358,0.5,1.000409958773809,1.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,305.9869760063454,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,17.52127641629666,5.575949103146316,0.4276422764227642,0.5,0.0723577235772358,-0.0723577235772358
"c_charge_desc=Poss3,4_Methylenedioxymethcath",compas,-0.0232486073632084,-0.0950994503430218,0.0002770982564725,0.5707236842105263,0.6666666666666666,0.9975538616370956,1.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,64.09832503785348,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,8.117300063423338,5.575949103146316,0.4292763157894737,0.3333333333333333,-0.0959429824561403,0.0959429824561403
c_charge_desc=Possess_Cannabis_20_Grams_Or_Less,compas,0.0222114063073667,-0.029375236457908,0.0002441495222949,0.5737976782752903,0.5,1.0029268201015695,0.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,39.423104598297655,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,6.426143852115956,5.575949103146316,0.4262023217247097,0.5,0.0737976782752902,-0.0737976782752902
c_charge_desc=Possession_Burglary_Tools,compas,0.0337355768239426,0.0414056401743332,0.0005646771965169,0.5732899022801303,0.3333333333333333,1.0020392909542222,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,202.31706797777585,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,14.27099387144382,5.575949103146316,0.4267100977198697,0.6666666666666667,0.239956568946797,-0.239956568946797
c_charge_desc=Possession_Of_Alprazolam,compas,-0.0290412276493424,0.0617239265022818,0.0004480853259855,0.5709624796084829,0.75,0.997971246227858,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,150.4829429778853,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,12.328631790153413,5.575949103146316,0.4290375203915171,0.25,-0.1790375203915171,0.1790375203915171
c_charge_desc=Possession_Of_Amphetamine,compas,-0.0493164776997283,-0.0445744488200788,0.0018139925246048,0.5707317073170731,1.0,0.997567885027292,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,305.98697600634546,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,17.52127641629666,5.575949103146316,0.4292682926829269,0.0,-0.4292682926829269,0.4292682926829269
c_charge_desc=Possession_Of_Cocaine,compas,0.046590249177039,-0.0314933011182808,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.83948469674845,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Possession_Of_Heroin,compas,0.0083128153698405,0.0141914377653669,3.419065266989374e-05,0.5723577235772358,0.5,1.000409958773809,0.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,305.9869760063454,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,17.52127641629666,5.575949103146316,0.4276422764227642,0.5,0.0723577235772358,-0.0723577235772358
c_charge_desc=Possession_Of_Methamphetamine,compas,0.0083128153698405,0.0141914377653669,3.419065266989374e-05,0.5723577235772358,0.5,1.000409958773809,0.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,305.9869760063455,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,17.521276416296665,5.575949103146316,0.4276422764227642,0.5,0.0723577235772358,-0.0723577235772358
c_charge_desc=Possession_Of_Paraphernalia,compas,-0.0348436991012416,-0.0314933011182808,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Possession_Of_Phentermine,compas,-0.0348436991012416,0.0515467278987246,0.0009060096046228,0.5714285714285714,1.0,0.9987859166329424,1.0,1.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4285714285714286,0.0,-0.4285714285714286,0.4285714285714286
c_charge_desc=Possession_of_Cannabis,compas,0.0167073296628335,-0.0895869783994062,0.0001381245614596,0.5730706075533661,0.5,1.0016559911060252,1.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,72.7359413881682,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,8.63134854853108,5.575949103146316,0.4269293924466338,0.5,0.0730706075533661,-0.0730706075533661
c_charge_desc=Possession_of_Cocaine,compas,0.1079538156019373,0.0883300191583702,0.0057778653184025,0.5846153846153846,0.34375,1.0218348224013944,0.0,0.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,14.462594896783347,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,4.051632362644738,5.575949103146316,0.4153846153846153,0.65625,0.2408653846153846,-0.2408653846153846
c_charge_desc=Possession_of_Hydromorphone,compas,0.0117752585913051,0.020102437265224,6.860679470313547e-05,0.5725938009787929,0.5,1.000822592645652,0.0,0.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,150.4829429778854,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,12.32863179015341,5.575949103146316,0.4274061990212071,0.5,0.0725938009787928,-0.0725938009787928
c_charge_desc=Possession_of_LSD,compas,0.046590249177039,0.0515467278987246,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,1.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,616.9999999999999,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.839484696748443,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
c_charge_desc=Possession_of_Methadone,compas,0.046590249177039,-0.0314933011182808,0.0013776425366298,0.573051948051948,0.0,1.0016233766233766,1.0,1.0,0.0,617,6.424869023905388,2,400,5.991464547107982,0,0,0,0,0,0,400,0,1.0,0.0,0.6482982171799028,-0.4334044767974058,1.5425,0.4334044767974058,0.4278768233387358,0.5721231766612642,0.5,0.0721231766612642,2,0,0,0.0,0.0,0,-1.9208252620308448,617.0000000000002,129.92664458320064,226.46688314003487,617.0000000000002,-0.4918238039499982,24.83948469674845,6.223078331503896,9.555652460522488,24.83948469674845,5.575949103146316,0.4269480519480519,1.0,0.573051948051948,-0.573051948051948
